"EmployerName","EmployerId","Address","PostCode","CompanyNumber","SicCodes","DiffMeanHourlyPercent","DiffMedianHourlyPercent","DiffMeanBonusPercent","DiffMedianBonusPercent","MaleBonusPercent","FemaleBonusPercent","MaleLowerQuartile","FemaleLowerQuartile","MaleLowerMiddleQuartile","FemaleLowerMiddleQuartile","MaleUpperMiddleQuartile","FemaleUpperMiddleQuartile","MaleTopQuartile","FemaleTopQuartile","CompanyLinkToGPGInfo","ResponsiblePerson","EmployerSize","CurrentName","SubmittedAfterTheDeadline","DueDate","DateSubmitted"
"NORTH EAST LEARNING TRUST","14558","T/A The Academy At Shotton Hall, Passfield Way, Peterlee, County Durham, SR8 1AU","SR8 1AU","07492165","85200,
85310,
85410","10.9","20.1","","","0","0","19","81","23.9","76.1","30.2","69.8","30.6","69.4","https://www.nelt.co.uk/_files/ugd/303e88_9061e31963084683a2320cf6933bfe3d.pdf","","500 to 999","NORTH EAST LEARNING TRUST","False","2023/03/31 00:00:00","2022/12/09 14:35:26"
"NORTH GROUP SERVICES LIMITED","19269","100 The Quayside, Newcastle Upon Tyne, United Kingdom, NE1 3DU","NE1 3DU","03922841","78300","47","47.2","49.9","48.4","85","91","23","77","43","57","61","39","76","24","https://www.nepia.com/gender-pay-gap/","Dawn Robinson (Global Director (People))","250 to 499","NORTH GROUP SERVICES LIMITED","False","2023/04/05 00:00:00","2023/01/30 09:49:59"
"North Northamptonshire Council","20733","North Northamptonshire Council, Sheerness House, 41 Meadow Road, Kettering, Northants, NN16 8TL","NN16 8TL","","","7.6","9.2","","","0","0","21","79","28.65","71.35","33.6","66.4","33.4","66.6","","","1000 to 4999","North Northamptonshire Council","False","2023/03/31 00:00:00","2023/01/18 13:18:24"
"North Somerset Council","9088","Town Hall, Walliscote Grove Road, Weston-Super-Mare, BS23 1UJ","BS23 1UJ","","1,
84110","5.81","0.00","","","0","0","29","71","19","81","21","79","32","68","https://www.n-somerset.gov.uk/sites/default/files/2022-12/GPG%20Report%20March%202022%20.pdf","","1000 to 4999","North Somerset Council","False","2023/03/31 00:00:00","2022/12/21 08:56:06"
"NORTH STAR COMMUNITY TRUST LTD","3801","Harmony House, Cuckoo Hall Lane, London, England, N9 8DR","N9 8DR","07355559","85100,
85200,
85310","23.9","26.7","","","0","0","11.5","88.5","20.8","79.2","16.9","83.1","39","61","","","250 to 499","NORTH STAR COMMUNITY TRUST LTD","False","2023/03/31 00:00:00","2023/01/30 19:55:33"
"North Tyneside Council","9092","Quadrant, The Silverlink North, Cobalt Business Park, North Shields, Tyne And Wear, United Kingdom, NE27 0BY","NE27 0BY","","1,
84110","4.94","0.00","","","0","0","23.9","76.1","49.5","50.5","34.7","65.3","40.1","59.9","","","1000 to 4999","North Tyneside Council","False","2023/03/31 00:00:00","2023/01/09 10:59:12"
"North Wales Police","9093","North Wales Police Headquarters, Glan y Don, Colwyn Bay, Conwy, United Kingdom, LL29 8AW","LL29 8AW","","1,
84240","9.34","16.64","81.28","90","0.88","1.17","42.9","57.1","44.3","55.7","56","44","64.2","35.8","https://www.northwales.police.uk/police-forces/north-wales-police/areas/about-us/about-us/gender-pay-gap/","","1000 to 4999","North Wales Police","False","2023/03/31 00:00:00","2023/01/13 08:59:59"
"North West Ambulance Service N H S Trust","9096","Ladybridge Hall, 399 Chorley New Road, Bolton, Greater Manchester, United Kingdom, BL1 5DD","BL1 5DD","","1,
86210","9.8","8.7","-28.52","0.05","2.07","7.70","44.90","55.10","41.48","58.52","50.58","49.42","62.22","37.78","https://www.nwas.nhs.uk/content/uploads/2022/12/Gender-Pay-Gap-Report-2021-22.pdf","","5000 to 19,999","North West Ambulance Service N H S Trust","False","2023/03/31 00:00:00","2022/12/15 12:50:59"
"Northamptonshire Fire & Rescue Service","9114","Moulton Logistics Centre, Moulton Way, Northampton, Northamptonshire, United Kingdom, NN3 6XJ","NN3 6XJ","","1,
84250","7.99","0","","","0","0","73","27","80","20","88","12","94","6","","","Not Provided","Northamptonshire Fire & Rescue Service","False","2023/03/31 00:00:00","2022/12/06 14:37:07"
"Northamptonshire Police","9116","Northamptonshire Police Force Headquarters, Wootton Hall, Northampton, NN4 0JQ","NN4 0JQ","","1,
84240","10.49","26.94","21.4","50","8.5","3.5","34.8","65.2","50.1","49.9","54.3","45.7","65.2","34.8","https://www.northants.police.uk/SysSiteAssets/foi-media/northamptonshire/disclosure_2022/northamptonshire-police-gender-pay-gap-report-2021-2022.pdf","","1000 to 4999","Northamptonshire Police","False","2023/03/31 00:00:00","2022/11/09 13:19:46"
"Northeast Derbyshire Council","9121","2013 Mill Lane, Wingerworth, Chesterfield, Derbyshire, United Kingdom, S42 6NG","S42 6NG","","1,
84110","1.38","5.8","","","0","0","35.2","64.8","60.8","39.2","66.4","33.6","50.4","49.6","https://www.ne-derbyshire.gov.uk/about-the-council/data-transparency","","500 to 999","Northeast Derbyshire Council","False","2023/03/31 00:00:00","2022/12/07 16:04:58"
"NORTHERN AMBITION ACADEMIES TRUST","1042","Airedale Academy Crewe Road, Airedale, Castleford, West Yorkshire, WF10 3JU","WF10 3JU","07556117","85100,
85200,
85310","20.95","59.70","","","0","0","25","75","15","85","11","89","2","98","https://www.northernambition.org.uk/images/media/_doc/gender-pay-gap-narrative[2].pdf","","250 to 499","NORTHERN AMBITION ACADEMIES TRUST","False","2023/03/31 00:00:00","2023/01/31 10:35:25"
"NORTHERN LEADERS TRUST","7203","Kenton School Newcastle, Drayton Road, Newcastle Upon Tyne, Tyne And Wear, NE3 3RU","NE3 3RU","07964133","85310","8.97","20.57","","","0","0","32.81","67.19","20.31","79.69","37.5","62.5","37.5","62.5","","","250 to 499","NORTHERN LEADERS TRUST","False","2023/03/31 00:00:00","2023/01/19 10:53:13"
"NORTON WAY MOTORS LIMITED","9161","Norton Way North, Letchworth, Hertfordshire, SG6 1BL","SG6 1BL","00730865","45111","30.2","8.4","45.4","40.9","81.9","77","71.2","28.8","76.3","23.7","77.5","22.5","85","15","https://www.nortonway.com/site/gender-pay-report/","David Grainger (Managing Director)","250 to 499","NORTON WAY MOTORS LIMITED","False","2023/04/05 00:00:00","2022/07/05 10:18:22"
"Nottingham Building Society","9171","Nottingham House Huntingdon Court, 3 Fulforth Street, Nottingham, Nottinghamshire, United Kingdom, NG1 3DL","NG1 3DL","IP001411","64204","38","41.8","59.2","52.5","88.7","86.3","13.1","86.9","23.8","76.2","33.6","66.4","61.2","38.8","https://www.thenottingham.com/~/media/files/your%20society/gender%20pay%20report.pdf","Sue Hayes (Chief Executive Officer)","500 to 999","Nottingham Building Society","False","2023/04/05 00:00:00","2022/11/04 10:52:48"
"NOTTINGHAM CITY HOMES LIMITED","9172","Loxley House, Station Street, Nottingham, Nottinghamshire, NG2 3NJ","NG2 3NJ","05292636","82990","14.4","18.2","","","0","0","47","53","37","63","85","15","81","19","https://www.nottinghamcityhomes.org.uk/media/3375533/gender-pay-gap-report-2021-22.pdf","Steven Feast (Director of Transition)","500 to 999","NOTTINGHAM CITY HOMES LIMITED","False","2023/04/05 00:00:00","2022/10/31 20:03:57"
"NOTTINGHAM HIGH SCHOOL","16860","Waverley Mount, Nottingham, Notts, NG7 4ED","NG7 4ED","04521284","85200,
85310","24","31","","","0","0","18","82","38","62","30","70","53","47","","Jo Boulton (Operations Manager)","250 to 499","NOTTINGHAM HIGH SCHOOL","False","2023/04/05 00:00:00","2022/12/20 15:26:34"
"NOTTINGHAM ICE CENTRE LIMITED","9176","National Ice Centre, Bolero Square, Nottingham, NG1 1LA","NG1 1LA","03563341","93290","-9.2","-5.8","51.3","26.7","53","47","28.7","71.3","36.1","63.9","45.7","54.3","54.1","45.9","","Karen Terrington (Head of HR)","1000 to 4999","NOTTINGHAM ICE CENTRE LIMITED","False","2023/04/05 00:00:00","2022/06/07 12:20:14"
"NRL PAY LTD","20693","Wynyard Park House, Wynyard Avenue, Wynyard, England, TS22 5TB","TS22 5TB","12008548","78300","27.3","31.8","27.2","-5.3","16.3","4","71.1","28.9","91.5","8.5","92","8","92.5","7.5","","Maurice Cohen (Director)","500 to 999","NRL PAY LTD","False","2023/04/05 00:00:00","2022/04/05 09:49:31"
"NSAH (ALLIANCE HOMES) LIMITED","16573","40 Martingale Way, Portishead, BS20 7AW","BS20 7AW","IP29804R","","14","20.6","81.7","-30","35.3","32.5","18","82","46","54","62","38","63","37","https://www.alliancehomes.org.uk/media/3828/alliance-homes-gender-pay-gap-report-2022.pdf","Fran Brown (HR Shared Services Team Leader)","250 to 499","NSAH (ALLIANCE HOMES) LIMITED","False","2023/04/05 00:00:00","2022/12/14 16:36:50"
"NSK EUROPE LIMITED","9217","The Place, Bridge Avenue, Maidenhead, England, SL6 1AF","SL6 1AF","02223191","70100","-1.94","12.91","6","-3","38","48","64","36","81","19","88","12","79","21","","Tina Holmes (HR Director UK)","500 to 999","NSK EUROPE LIMITED","False","2023/04/05 00:00:00","2022/12/16 09:35:31"
"NTT UNITED KINGDOM LIMITED","4131","Ntt House Waterfront Business Park, Fleet Road, Fleet, Hampshire, GU51 3QT","GU51 3QT","01505004","62090","27","27","24","20","89","91","51","49","72","28","81","19","84","16","https://hello.global.ntt/en-us/legal/policies-and-statements","Steve Warner (VP HR & Facilities)","500 to 999","NTT UNITED KINGDOM LIMITED","False","2023/04/05 00:00:00","2023/01/04 11:37:58"
"NUCCO BRAIN STUDIO LTD.","21587","10 Orange Street, Haymarket, London, United Kingdom, WC2H 7DQ","WC2H 7DQ","08691198","62012","8","5","","","0","0","60","40","60","40","20","80","80","20","https://www.nuccobrain.com/about","Mark Iremonger (Managing Director)","Less than 250","NUCCO BRAIN STUDIO LTD.","False","2023/04/05 00:00:00","2023/01/09 17:45:20"
"Nursing and Midwifery Council","16211","23 Portland Place, London, W1B 1PZ","W1B 1PZ","","1","6.2","12.7","","","0","0","29","71","29","71","39","61","34","66","https://www.nmc.org.uk/globalassets/sitedocuments/annual_reports_and_accounts/gender-pay-gap/2022/gender-ethnicity-and-disability-pay-gaps-report-2022.pdf","","1000 to 4999","Nursing and Midwifery Council","False","2023/03/31 00:00:00","2022/12/16 14:22:14"
"NUSERVE LIMITED","16723","2 London Wall Place, Barbican, London, England, EC2Y 5AU","EC2Y 5AU","03331851","81210","3.2","0.1","30.4","0","10.8","8.2","33.5","66.5","41.6","58.4","36.4","63.6","48.8","51.2","","Yvonne Duke (HR Director)","250 to 499","NUSERVE LIMITED","False","2023/04/05 00:00:00","2023/01/23 15:57:38"
"OAKHAM SCHOOL","9256","Chapel Close, Market Place, Oakham, Rutland, LE15 6DT","LE15 6DT","06924216","85310","17.2","26","","","0","0","24","76","41","59","41","59","53","47","https://www.oakham.rutland.sch.uk","Neil Gorman (Chair of Trustees)","500 to 999","OAKHAM SCHOOL","False","2023/04/05 00:00:00","2023/01/06 11:22:11"
"OASIS DENTAL CARE LIMITED","9268","Bupa Dental Care Vantage Office Park, Old Gloucester Road, Hambrook, Bristol, United Kingdom, BS16 1GW","BS16 1GW","00478127","86230","41.1","36.1","54.0","15.1","51.1","21.7","5.9","94.1","5.7","94.3","5.0","95.0","17.2","82.8","https://www.bupa.com/site-services/legal-notices/gender-pay-gap","Carlos Jaureguizar (CEO, Bupa Global & UK)","1000 to 4999","OASIS DENTAL CARE LIMITED","False","2023/04/05 00:00:00","2022/12/08 15:47:44"
"OCTOPUS CAPITAL LIMITED","530","6th Floor, 33 Holborn, London, EC1N 2HT","EC1N 2HT","03981143","66120","45","21","73","51","91","89","44","56","49","51","52","48","76","24","","Kubra Kuyumcu (Reward Analyst)","500 to 999","OCTOPUS CAPITAL LIMITED","False","2023/04/05 00:00:00","2023/01/09 13:52:08"
"Odyssey Trust for Education","20271","Townley Grammar School, Townley Road, Bexleyheath, Kent, UK, DA6 7AB","DA6 7AB","","","9.68","10.14","","","0","0","19","81","36","64","44","56","29","71","","","250 to 499","Odyssey Trust for Education","False","2023/03/31 00:00:00","2023/01/03 15:34:51"
"Ofcom","9296","Riverside House, 2a Southwark Bridge Road, London, United Kingdom, SE1 9HA","SE1 9HA","","1,
65300","10.6","13.3","13.5","0","31.5","38.9","35","65","48","52","51","49","56","44","https://www.ofcom.org.uk/__data/assets/pdf_file/0029/241868/2021-22-diversity-inclusion-progress-update.pdf","","1000 to 4999","Ofcom","False","2023/03/31 00:00:00","2022/12/28 09:54:47"
"Office For Standards In Education, Childrens Services And Skills","9301","Piccadilly Gate, Store Street, Manchester, M1 2WD","M1 2WD","","1,
84110","3.6","-1.1","7.5","9.3","97","98","43","57","21","79","30","70","37","63","https://www.gov.uk/government/publications/ofsted-gender-pay-gap-report-and-data-2022/ofsted-gender-pay-gap-report-and-data-2022","","1000 to 4999","Office For Standards In Education, Childrens Services And Skills","False","2023/03/31 00:00:00","2022/11/24 15:50:00"
"OLDHAM COMMUNITY LEISURE LIMITED","14630","Chadderton Wellbeing Centre, Burnley Street, Chadderton, OL9 0JW","OL9 0JW","IP29372R","","-7.23","1.91","-1.10","12.5","2.33","0.72","53","47","55","45","43","57","42","58","https://oclactive.co.uk/about-us","Louise Walton (Head of Human Resources)","250 to 499","OLDHAM COMMUNITY LEISURE LIMITED","False","2023/04/05 00:00:00","2023/01/31 11:38:14"
"OLIVERS MILL CLEANING AND MAINTENANCE LLP","19664","Kings Lodge London Road, West Kingsdown, Sevenoaks, Kent, United Kingdom, TN15 6AR","TN15 6AR","OC334494","","-3.2","-3","","","0","0","31.6","68.4","53.4","46.6","41.4","58.6","41.4","58.6","","Paul Barnard (HR Manager)","Less than 250","OLIVERS MILL CLEANING AND MAINTENANCE LLP","False","2023/04/05 00:00:00","2022/12/12 11:36:29"
"ON TRACK EDUCATION SERVICES LIMITED","20543","Suite S20 Bedford I Lab Stannard Way, Priory Business Park, Bedford, Bedfordshire, MK44 3RZ","MK44 3RZ","05363653","85320","6","14.6","-82.7","0","87.6","85.6","30","70","29","71","38","62","47","53","https://www.ontrackeducation.com","Penelope Harris (Director)","250 to 499","ON TRACK EDUCATION SERVICES LIMITED","False","2023/04/05 00:00:00","2022/12/12 14:39:00"
"ONE YMCA","122","Charter House, Charter Place, Watford, Hertfordshire, WD17 2RT","WD17 2RT","04430743","55900,
85510,
88910,
94990","22","17","","","0","0","36","64","23","77","18","82","19","81","","Joe Kennedy (Head of HR)","250 to 499","ONE YMCA","False","2023/04/05 00:00:00","2022/09/27 09:27:19"
"ONETRUST TECHNOLOGY LIMITED","21412","82 St John Street, London, England, EC1M 4JN","EC1M 4JN","04156317","62020","21","16.5","43.8","26.8","81.3","74.1","62.2","37.8","52.8","47.2","65.2","34.8","78.5","21.5","https://www.onetrust.com/2022-uk-gender-pay-gap-analysis-report/","Ian Evans (Managing Director, EMEA)","500 to 999","ONETRUST TECHNOLOGY LIMITED","False","2023/04/05 00:00:00","2022/11/08 18:43:17"
"ONWARD HOMES LIMITED","14254","Renaissance Court, 2 Christie Way, Didsbury, Greater Manchester, M21 7QY","M21 7QY","IP17186R","","13.75","8.77","","","0.0","0.0","40.09","59.91","24.77","75.23","42.99","57.01","48.61","51.39","https://www.onward.co.uk/app/uploads/2023/01/Gender-pay-document-22-23.pdf","Bronwen Rapley (Chief Executive)","500 to 999","ONWARD HOMES LIMITED","False","2023/04/05 00:00:00","2023/01/27 14:49:17"
"ORANGEBOX LIMITED","9410",". Parc Nantgarw, Cardiff, CF15 7QU","CF15 7QU","03406086","31010","23.31","9.81","64.12","0.19","87.54","85.42","70","30","59","41","71","29","86","14","","Jonathan Portelli (Finance Executive)","250 to 499","ORANGEBOX LIMITED","False","2023/04/05 00:00:00","2023/01/17 12:49:58"
"ORBACH  AND CHAMBERS LIMITED","16190","165 Fleet Street, London, England, EC4A 2AE","EC4A 2AE","00969186","58190","22","9","35","15","39","50","61","39","51","49","50","50","40","60","https://chambers.com/info/gender-pay-gap","Matthew Taylor (Chief People Officer)","250 to 499","ORBACH  AND CHAMBERS LIMITED","False","2023/04/05 00:00:00","2023/01/17 09:37:06"
"ORBITAL UMBRELLA LIMITED","9420","Digital Media Centre, County Way, Barnsley, South Yorkshire, S70 2JW","S70 2JW","07427816","82110","-2.4","26.9","","","0","0","94.8","5.2","92.8","7.2","89.2","10.8","82.6","17.4","http://orbitalservices.co.uk","Hayley Darby (Payroll Manager)","1000 to 4999","ORBITAL UMBRELLA LIMITED","False","2023/04/05 00:00:00","2022/05/23 12:02:10"
"Orchard Community Trust","19982","C/O Watermill School, Turnhurst Road, Chell, Stoke on Trent, ST6 6JZ","ST6 6JZ","","","28.22","42.90","","","0","0","10.08","89.92","3.36","96.64","9.24","90.76","21.85","78.15","","","250 to 499","Orchard Community Trust","False","2023/03/31 00:00:00","2023/01/23 12:55:47"
"ORONA LIMITED","20388","9 Europa View, Sheffield Business Park, Sheffield, South Yorkshire, S9 1XH","S9 1XH","01317466","33120,
43290","26.28","36.79","-37.09","-21.61","55.90","37.5","35.09","64.91","89.29","10.71","91.07","8.93","83.93","16.07","https://www.orona-group.com/sites/default/files/2023-01/Gender%20Pay%20Gap%20Report_2022.pdf","Magda Matera (HR Director)","250 to 499","ORONA LIMITED","False","2023/04/05 00:00:00","2023/01/12 13:48:05"
"ORWELL HOUSING ASSOCIATION LIMITED","14667","325 London Road, Ipswich, Suffolk, IP2 0BE","IP2 0BE","IP16460R","","9.1","8.1","10.3","-40.0","66.7","76.5","18.6","81.4","14.7","85.3","20.9","79.1","28.8","71.2","https://www.orwell-housing.co.uk/about-us/publications/","Wendy Evans-Hendrick (Chief Executive)","500 to 999","ORWELL HOUSING ASSOCIATION LIMITED","False","2023/04/05 00:00:00","2022/10/28 10:44:34"
"OUR LADY IMMACULATE CATHOLIC ACADEMIES TRUST LTD","20212","C/O St Thomas More Catholic Secondary School, Tyne Crescent, Bedford, England, MK41 7UL","MK41 7UL","09436283","85200,
85310","20.92","45.93","","","0.00","0.00","18.45","81.55","16.02","83.98","14.08","85.92","6.37","93.63","","Sue Robinson (Finance Director)","500 to 999","OUR LADY IMMACULATE CATHOLIC ACADEMIES TRUST LTD","False","2023/04/05 00:00:00","2022/12/14 14:15:48"
"OUTCOMES FIRST MIDCO LIMITED","9453","Atria, Spa Road, Bolton, England, BL1 4AG","BL1 4AG","08516295","82990","3.5","0.5","47.6","60.2","7.7","8.9","28","72","28","72","31","69","28","72","https://www.outcomesfirstgroup.co.uk/wp-content/uploads/2022/06/OFG-Gender-Pay-Gap-Report-2021-2022-Final-.pdf","David Leatherbarrow (Chief Executive Officer)","1000 to 4999","OUTCOMES FIRST MIDCO LIMITED","False","2023/04/05 00:00:00","2022/06/01 10:20:14"
"OVE ARUP & PARTNERS INTERNATIONAL LIMITED","9461","8 Fitzroy Street, London, United Kingdom, W1T 4BJ","W1T 4BJ","00952468","71122","14.6","15.8","34.7","26.9","93","93","52.2","47.8","55.1","44.9","66.1","33.9","71.4","28.6","https://www.arup.com/perspectives/publications/research/section/uk-2022-pay-gap-report","Jerome Frost (Chair - UK, India, Middle East and Africa Region)","5000 to 19,999","OVE ARUP & PARTNERS INTERNATIONAL LIMITED","False","2023/04/05 00:00:00","2022/11/24 11:45:26"
"OXFORD DIOCESAN SCHOOLS TRUST","9472","St Mary's Convent, Denchworth Road, Wantage, Oxfordshire, England, OX12 9AU","OX12 9AU","08143249","85600","19.8","22.0","","","0","0","4","96","6","94","7","93","12","88","https://www.odst.org.uk/_site/data/files/key_mat_info/668B0DCE7DC5525BB3D3CA4C7B60205A.pdf","","1000 to 4999","OXFORD DIOCESAN SCHOOLS TRUST","False","2023/03/31 00:00:00","2022/10/31 16:06:10"
"OXFORD NANOPORE TECHNOLOGIES PLC","15574","Gosling Building Edmund Halley Road, Oxford Science Park, Oxford, Oxfordshire, United Kingdom, OX4 4DQ","OX4 4DQ","05386273","72190","16.40","16.28","21.70","18.48","93.57","94.57","53.25","46.75","57.99","42.01","66.27","33.73","71.01","28.99","","Gordon Sanghera (CEO)","500 to 999","OXFORD NANOPORE TECHNOLOGIES PLC","False","2023/04/05 00:00:00","2022/12/21 15:04:01"
"Oxleas Nhs Foundation Trust","9481","Pinewood House, Pinewood Place, Dartford, DA2 7WG","DA2 7WG","","1,
86210","11.9","9","29","0","1","1.25","17.05","82.95","20.46","79.54","21.1","78.9","30.84","69.16","http://oxleas.nhs.uk/site-media/cms-downloads/Oxleas_Gender_Pay_Gap_report_2021-22.pdf","","1000 to 4999","Oxleas Nhs Foundation Trust","False","2023/03/31 00:00:00","2023/01/30 16:07:01"
"PARK CAKES LIMITED","9574","Ashton Road, Oldham, Lancashire, OL8 2ND","OL8 2ND","05998327","10710","7.68","2.96","","","0","0","49","51","62.6","37.4","59.5","40.5","56","44","","Isabella McGauley (HR Director)","1000 to 4999","PARK CAKES LIMITED","False","2023/04/05 00:00:00","2023/01/13 13:18:05"
"PARKERSTEEL LIMITED","20649","Main Building, Vauxhall Road, Canterbury, Kent, England, CT1 1HD","CT1 1HD","12080311","25110","13.1","5.96","100","100","2.2","0","89.5","10.5","90.9","9.1","92.1","7.9","80.5","19.5","","Toni Horswill (HR Manager)","250 to 499","PARKERSTEEL LIMITED","False","2023/04/05 00:00:00","2023/01/04 08:32:27"
